t,x,y,z,vx,vy,vz
1480.0000,909.620821,909.896535,-254.745499,2.341202,2.334076,-5.493103
1481.0000,911.923322,912.184629,-260.153322,2.263903,2.253353,-5.318794
1482.0000,914.143517,914.402307,-265.380514,2.186976,2.181117,-5.134937
1483.0000,916.294346,916.541870,-270.415059,2.114592,2.094927,-4.930131
1484.0000,918.357961,918.601658,-275.244592,2.027882,2.021448,-4.727586
1485.0000,920.339006,920.588522,-279.868908,1.936180,1.948795,-4.519423
1486.0000,922.236564,922.494984,-284.268030,1.859340,1.869364,-4.278220
1487.0000,924.052325,924.323698,-288.431334,1.768045,1.777666,-4.049099
1488.0000,925.777535,926.059465,-292.354408,1.680506,1.689114,-3.796228
1489.0000,927.421425,927.707157,-296.022357,1.607151,1.611315,-3.542825
1490.0000,928.983323,929.276807,-299.437357,1.512550,1.535128,-3.282874
1491.0000,930.455217,930.764141,-302.588976,1.430830,1.434557,-3.020377
1492.0000,931.833805,932.152884,-305.468736,1.328950,1.342424,-2.726910
1493.0000,933.125390,933.445129,-308.051659,1.248177,1.245729,-2.442426
1494.0000,934.326622,934.647197,-310.342956,1.156214,1.151454,-2.140696
1495.0000,935.438374,935.746459,-312.344444,1.065898,1.049981,-1.852240
1496.0000,936.460253,936.753522,-314.042635,0.966984,0.959562,-1.541232
1497.0000,937.387395,937.677429,-315.422505,0.885547,0.868240,-1.229314
1498.0000,938.224398,938.498750,-316.508690,0.788784,0.772547,-0.940884
1499.0000,938.963596,939.226546,-317.295249,0.689578,0.681741,-0.622363
1500.0000,939.601523,939.865645,-317.763158,0.585601,0.590815,-0.306640
1501.0000,940.144162,940.422258,-317.920802,0.492898,0.511489,-0.004536
1502.0000,940.586162,940.877701,-317.769611,0.393977,0.399668,0.314051
1503.0000,940.940537,941.235545,-317.300554,0.313665,0.309989,0.621048
1504.0000,941.209881,941.498536,-316.517131,0.219966,0.214847,0.943527
1505.0000,941.375455,941.671683,-315.416761,0.122394,0.123697,1.258793
1506.0000,941.451681,941.752105,-314.006671,0.022141,0.028184,1.565267
1507.0000,941.432127,941.737486,-312.295219,-0.063849,-0.048882,1.853048
1508.0000,941.322118,941.636239,-310.290322,-0.155332,-0.156579,2.164862
1509.0000,941.118542,941.435280,-307.979658,-0.242169,-0.249042,2.454967
1510.0000,940.826674,941.148924,-305.392300,-0.338056,-0.331491,2.730284
1511.0000,940.439758,940.769472,-302.527369,-0.438166,-0.419303,3.006441
1512.0000,939.963136,940.298979,-299.382508,-0.528272,-0.514398,3.290662
1513.0000,939.405819,939.732049,-295.965648,-0.603943,-0.605149,3.552457
1514.0000,938.763205,939.080451,-292.288687,-0.688879,-0.687518,3.807203
1515.0000,938.025980,938.349709,-288.368197,-0.783542,-0.784546,4.039275
1516.0000,937.210365,937.529926,-284.206368,-0.857194,-0.860878,4.285122
1517.0000,936.315129,936.625654,-279.801050,-0.933119,-0.945476,4.517598
1518.0000,935.337769,935.637152,-275.176498,-1.017019,-1.019364,4.735450
1519.0000,934.284271,934.578556,-270.336028,-1.096554,-1.100281,4.934596
1520.0000,933.148006,933.443687,-265.302704,-1.175331,-1.176222,5.125863
1521.0000,931.930594,932.225597,-260.087950,-1.256968,-1.262538,5.302313
1522.0000,930.637623,930.932062,-254.697442,-1.334927,-1.328292,5.478524
1523.0000,929.267228,929.561282,-249.138189,-1.409522,-1.413491,5.645088
1524.0000,927.818353,928.115447,-243.424928,-1.488629,-1.486859,5.779376
1525.0000,926.294849,926.600217,-237.581512,-1.555417,-1.549239,5.910842
1526.0000,924.717473,925.004898,-231.608841,-1.606862,-1.633076,6.027435
1527.0000,923.069135,923.344548,-225.532650,-1.679965,-1.692193,6.125833
1528.0000,921.355719,921.615512,-219.356667,-1.749863,-1.761817,6.221173
1529.0000,919.573456,919.826457,-213.098807,-1.805546,-1.815502,6.288663
1530.0000,917.731226,917.985918,-206.770769,-1.879172,-1.871271,6.364245
1531.0000,915.826496,916.086349,-200.376627,-1.930005,-1.939962,6.419033
1532.0000,913.861805,914.125593,-193.938347,-1.993849,-1.989306,6.450159
1533.0000,911.837759,912.109549,-187.472416,-2.046449,-2.041878,6.471678
1534.0000,909.773371,910.044195,-180.988574,-2.089485,-2.087636,6.492162
1535.0000,907.663289,907.935690,-174.494679,-2.135164,-2.126339,6.493995
1536.0000,905.509404,905.785043,-168.012611,-2.178031,-2.177031,6.470429
1537.0000,903.313521,903.580703,-161.550736,-2.213774,-2.220515,6.443612
1538.0000,901.077671,901.338614,-155.121310,-2.248430,-2.263276,6.402268
1539.0000,898.817073,899.060323,-148.743592,-2.279806,-2.292679,6.355730
1540.0000,896.517902,896.747185,-142.413398,-2.320736,-2.336986,6.295752
1541.0000,894.173102,894.394839,-136.156321,-2.358334,-2.363421,6.224241
1542.0000,891.801013,892.021720,-129.976667,-2.385919,-2.385300,6.135814
1543.0000,889.408276,889.621109,-123.885428,-2.407254,-2.413864,6.043273
1544.0000,886.997380,887.200944,-117.890700,-2.413164,-2.430618,5.938261
1545.0000,884.570041,884.760180,-112.007608,-2.445937,-2.449892,5.830898
1546.0000,882.117254,882.300775,-106.231734,-2.464672,-2.459917,5.713306
1547.0000,879.649977,879.835936,-100.588043,-2.479072,-2.469931,5.577875
1548.0000,877.174375,877.360510,-95.077277,-2.477124,-2.474186,5.443060
1549.0000,874.687192,874.877947,-89.704780,-2.486963,-2.484721,5.296979
1550.0000,872.194341,872.389134,-84.478213,-2.488337,-2.498263,5.151726
1551.0000,869.700617,869.885592,-79.401961,-2.501188,-2.496731,4.997592
1552.0000,867.200879,867.384790,-74.480752,-2.494056,-2.506795,4.839921
1553.0000,864.705572,864.887110,-69.724861,-2.485975,-2.492033,4.661462
1554.0000,862.214585,862.398864,-65.140059,-2.487612,-2.481909,4.500485
1555.0000,859.729476,859.925790,-60.722235,-2.473047,-2.472903,4.331216
1556.0000,857.265379,857.458239,-56.474268,-2.456567,-2.455785,4.158070
1557.0000,854.813742,855.008299,-52.395198,-2.446424,-2.447580,3.984384
1558.0000,852.372293,852.567733,-48.491946,-2.435885,-2.431528,3.819524
1559.0000,849.949803,850.152657,-44.756680,-2.408796,-2.400327,3.647011
1560.0000,847.557899,847.765446,-41.206963,-2.381561,-2.381984,3.456553
1561.0000,845.197211,845.394646,-37.832666,-2.342748,-2.358881,3.297858
1562.0000,842.866512,843.052584,-34.625614,-2.320131,-2.327056,3.113267
1563.0000,840.559948,840.744660,-31.596344,-2.288059,-2.288087,2.942872
1564.0000,838.285099,838.473320,-28.740114,-2.255031,-2.243822,2.773485
1565.0000,836.049172,836.245096,-26.056978,-2.210130,-2.214301,2.598433
1566.0000,833.853101,834.050981,-23.535622,-2.176579,-2.162269,2.444606
1567.0000,831.695018,831.911878,-21.173938,-2.136774,-2.126672,2.274200
1568.0000,829.576596,829.811694,-18.974042,-2.101663,-2.081734,2.126835
1569.0000,827.507425,827.750626,-16.924945,-2.036505,-2.023251,1.971247
1570.0000,825.501532,825.751880,-15.033766,-1.986991,-1.979010,1.819565
1571.0000,823.536627,823.802646,-13.287956,-1.926004,-1.921530,1.676462
1572.0000,821.635236,821.901344,-11.685735,-1.869881,-1.879774,1.527158
1573.0000,819.798006,820.048157,-10.225539,-1.806377,-1.823426,1.393687
1574.0000,818.027577,818.263190,-8.890451,-1.747482,-1.749665,1.272257
1575.0000,816.309729,816.546688,-7.681104,-1.689536,-1.682253,1.147224
1576.0000,814.654631,814.889103,-6.588619,-1.622689,-1.621715,1.041023
1577.0000,813.069628,813.306401,-5.604010,-1.546174,-1.547977,0.927044
1578.0000,811.561868,811.791376,-4.718231,-1.470814,-1.476499,0.835980
1579.0000,810.125292,810.344432,-3.923983,-1.408530,-1.402795,0.745384
1580.0000,808.760277,808.981429,-3.226107,-1.327299,-1.319658,0.650862
1581.0000,807.465252,807.693722,-2.615646,-1.258596,-1.251516,0.563216
1582.0000,806.239835,806.474611,-2.088329,-1.183277,-1.182514,0.491028
1583.0000,805.093901,805.323594,-1.635207,-1.108996,-1.108337,0.416101
1584.0000,804.023422,804.254790,-1.251412,-1.021561,-1.035563,0.357723
1585.0000,803.032397,803.267419,-0.925745,-0.962278,-0.944972,0.302108
1586.0000,802.115760,802.360838,-0.656272,-0.863246,-0.865506,0.246413
1587.0000,801.300892,801.537105,-0.429706,-0.778235,-0.780163,0.207155
1588.0000,800.563312,800.802345,-0.239578,-0.696580,-0.684965,0.170824
1589.0000,799.906876,800.157680,-0.084110,-0.608763,-0.600584,0.133481
1590.0000,799.342012,799.603153,0.033509,-0.512125,-0.511196,0.098542
1591.0000,798.876757,799.134906,0.117682,-0.424536,-0.427710,0.077772
1592.0000,798.498811,798.749427,0.185825,-0.331623,-0.338076,0.062893
1593.0000,798.212754,798.462219,0.237045,-0.245622,-0.231279,0.043654
1594.0000,798.019652,798.272487,0.273168,-0.147806,-0.158077,0.022669
1595.0000,797.915525,798.160081,0.301301,-0.056595,-0.068524,0.025872
1596.0000,797.898956,798.144751,0.309311,0.039544,0.035506,-0.000082
1597.0000,797.985467,798.227362,0.305332,0.129047,0.137887,-0.000022
1598.0000,798.151387,798.407219,0.310430,0.215984,0.226368,0.009356
1599.0000,798.412970,798.670800,0.311581,0.316145,0.313272,0.000546
1600.0000,798.774504,799.025078,0.318389,0.407605,0.412754,0.011171
1601.0000,799.225889,799.481192,0.319140,0.487720,0.500995,0.000841
1602.0000,799.758430,800.032651,0.322231,0.592675,0.596976,0.009579
1603.0000,800.396067,800.674458,0.322801,0.680447,0.693167,0.001512
1604.0000,801.126717,801.414076,0.325164,0.775449,0.788675,0.000611
1605.0000,801.950967,802.244684,0.322866,0.874288,0.882675,-0.003848
1606.0000,802.873527,803.173809,0.313555,0.974331,0.981207,-0.011857
1607.0000,803.897733,804.194235,0.300859,1.072924,1.071028,-0.021311
1608.0000,805.011181,805.310531,0.277829,1.161020,1.161913,-0.031200
1609.0000,806.210628,806.521891,0.243211,1.241932,1.266456,-0.036377
1610.0000,807.498301,807.829633,0.193951,1.336680,1.343028,-0.058414
1611.0000,808.875910,809.215404,0.133003,1.421357,1.429911,-0.070761
1612.0000,810.341237,810.694294,0.050607,1.514743,1.519760,-0.096630
1613.0000,811.902498,812.256464,-0.059518,1.602267,1.608336,-0.125879
1614.0000,813.541405,813.904693,-0.205428,1.678742,1.680542,-0.166428
1615.0000,815.265448,815.632377,-0.390871,1.774297,1.772714,-0.205329
1616.0000,817.077796,817.457240,-0.620995,1.859853,1.870604,-0.260803
1617.0000,818.980299,819.366251,-0.891894,1.944494,1.948246,-0.294692
1618.0000,820.974653,821.358072,-1.214735,2.033038,2.033863,-0.353540
1619.0000,823.045524,823.427293,-1.600566,2.108622,2.104489,-0.419358
1620.0000,825.188928,825.569790,-2.050047,2.180376,2.176757,-0.486296
1621.0000,827.412394,827.778736,-2.576449,2.258402,2.247890,-0.564120
1622.0000,829.711224,830.059743,-3.181672,2.332297,2.314659,-0.641004
1623.0000,832.071340,832.418950,-3.874109,2.397152,2.403211,-0.734274
1624.0000,834.508151,834.861431,-4.649325,2.475886,2.484845,-0.828497
1625.0000,837.023021,837.370730,-5.526592,2.553201,2.532169,-0.930955
1626.0000,839.608148,839.937434,-6.507823,2.621744,2.606451,-1.035357
1627.0000,842.268006,842.584548,-7.600215,2.696538,2.681480,-1.146812
1628.0000,844.993613,845.293093,-8.809105,2.756747,2.732435,-1.269733
1629.0000,847.780271,848.062090,-10.136205,2.819815,2.805247,-1.383854
1630.0000,850.621641,850.900622,-11.596460,2.869086,2.874307,-1.540335
1631.0000,853.512592,853.802970,-13.203181,2.911764,2.924208,-1.680602
1632.0000,856.463965,856.755113,-14.951019,2.986403,2.987982,-1.816428
1633.0000,859.473643,859.768139,-16.840127,3.035675,3.035458,-1.959096
1634.0000,862.531284,862.822977,-18.874473,3.081080,3.076603,-2.112729
1635.0000,865.639950,865.926883,-21.062302,3.126920,3.130688,-2.271549
1636.0000,868.784296,869.070670,-23.413478,3.163158,3.165106,-2.435473
1637.0000,871.979427,872.258332,-25.935724,3.213413,3.218615,-2.614373
1638.0000,875.210127,875.485525,-28.628635,3.244248,3.238261,-2.780072
1639.0000,878.477120,878.741565,-31.482547,3.287714,3.273352,-2.941922
1640.0000,881.785890,882.036317,-34.511849,3.320034,3.313330,-3.119816
1641.0000,885.123399,885.369066,-37.712905,3.352172,3.348605,-3.283273
1642.0000,888.487848,888.730256,-41.083153,3.379646,3.372206,-3.463370
1643.0000,891.880255,892.112251,-44.640413,3.407192,3.408414,-3.650962
1644.0000,895.299154,895.531589,-48.377061,3.431907,3.436938,-3.829653
1645.0000,898.743334,898.978449,-52.292061,3.452995,3.457243,-3.993962
1646.0000,902.200954,902.439168,-56.371195,3.469742,3.464480,-4.167295
1647.0000,905.674239,905.912387,-60.623847,3.472942,3.483008,-4.335161
1648.0000,909.151862,909.396190,-65.047271,3.484119,3.478794,-4.505470
1649.0000,912.644132,912.881904,-69.633012,3.495372,3.492209,-4.672824
1650.0000,916.142460,916.380432,-74.381739,3.499244,3.500630,-4.833537
1651.0000,919.632813,919.881264,-79.303517,3.484206,3.501382,-5.007849
1652.0000,923.118344,923.385438,-84.382144,3.484809,3.500620,-5.155905
1653.0000,926.601135,926.877698,-89.607254,3.478926,3.489100,-5.291965
1654.0000,930.076189,930.369090,-94.973811,3.481378,3.490597,-5.443897
1655.0000,933.561339,933.851518,-100.482346,3.485489,3.472209,-5.571853
1656.0000,937.037432,937.320508,-106.122576,3.460279,3.466582,-5.713082
1657.0000,940.488537,940.770912,-111.896830,3.438825,3.441758,-5.830104
1658.0000,943.917805,944.203934,-117.783022,3.424606,3.425830,-5.945448
1659.0000,947.335323,947.624329,-123.782321,3.417090,3.416788,-6.043608
1660.0000,950.737783,951.028494,-129.875145,3.385225,3.385914,-6.140928
1661.0000,954.107960,954.395932,-136.060314,3.353284,3.350007,-6.224943
1662.0000,957.445399,957.730296,-142.320452,3.324011,3.327744,-6.291663
1663.0000,960.751810,961.037308,-148.646675,3.294533,3.288919,-6.351590
1664.0000,964.031031,964.316408,-155.021128,3.254577,3.264873,-6.388762
1665.0000,967.263457,967.547160,-161.436578,3.213057,3.206663,-6.434830
1666.0000,970.455706,970.734518,-167.891417,3.181436,3.162664,-6.471938
1667.0000,973.606518,973.878392,-174.369500,3.131023,3.127803,-6.489341
1668.0000,976.707951,976.987898,-180.858698,3.068968,3.088457,-6.484605
1669.0000,979.760843,980.049510,-187.338467,3.039669,3.035466,-6.470127
1670.0000,982.766537,983.051842,-193.797917,2.969416,2.983236,-6.443344
1671.0000,985.713131,986.004595,-200.226748,2.918648,2.931942,-6.418511
1672.0000,988.599037,988.909511,-206.620135,2.854057,2.872445,-6.367573
1673.0000,991.435057,991.749639,-212.953978,2.802118,2.811151,-6.294724
1674.0000,994.209146,994.534643,-219.212901,2.738634,2.749245,-6.212708
1675.0000,996.916121,997.249366,-225.386318,2.676192,2.681279,-6.127561
1676.0000,999.563961,999.906400,-231.463317,2.615765,2.633759,-6.017397
1677.0000,1002.146613,1002.505479,-237.423537,2.551211,2.564068,-5.894475
1678.0000,1004.670362,1005.028963,-243.261391,2.492247,2.486044,-5.769709
1679.0000,1007.127780,1007.477807,-248.960017,2.413743,2.408484,-5.624051
1680.0000,1009.502980,1009.855987,-254.517778,2.334057,2.343528,-5.483234
1681.0000,1011.798454,1012.153839,-259.915253,2.259561,2.254917,-5.302727
1682.0000,1014.017820,1014.367943,-265.137125,2.180333,2.184823,-5.132521
1683.0000,1016.158054,1016.511659,-270.175377,2.098029,2.105625,-4.947156
1684.0000,1018.225597,1018.577631,-275.015583,2.028347,2.021703,-4.729997
1685.0000,1020.207421,1020.568413,-279.641705,1.935177,1.955291,-4.510019
1686.0000,1022.100669,1022.485852,-284.042654,1.853662,1.879092,-4.284083
1687.0000,1023.911102,1024.318070,-288.213886,1.764669,1.791511,-4.054645
1688.0000,1025.646137,1026.061241,-292.150964,1.700868,1.688624,-3.803975
1689.0000,1027.311409,1027.706939,-295.833909,1.613690,1.606145,-3.549442
1690.0000,1028.880917,1029.270009,-299.255735,1.520303,1.513634,-3.283412
1691.0000,1030.357179,1030.736264,-302.414379,1.425892,1.421009,-3.026223
1692.0000,1031.733822,1032.112732,-305.301874,1.329434,1.329265,-2.742751
1693.0000,1033.032587,1033.402897,-307.889274,1.248114,1.237389,-2.438070
1694.0000,1034.239268,1034.600507,-310.188862,1.163453,1.154307,-2.152448
1695.0000,1035.357851,1035.702190,-312.196064,1.065583,1.058078,-1.857969
1696.0000,1036.376227,1036.717516,-313.896146,0.964001,0.975368,-1.546962
1697.0000,1037.296550,1037.637968,-315.286969,0.868640,0.876530,-1.235972
1698.0000,1038.122245,1038.468761,-316.373210,0.781413,0.779590,-0.928150
1699.0000,1038.853368,1039.199714,-317.148977,0.686286,0.679941,-0.625606
1700.0000,1039.495978,1039.838720,-317.614086,0.599244,0.597276,-0.304952
1701.0000,1040.046267,1040.393116,-317.765924,0.495728,0.508075,-0.002272
1702.0000,1040.499412,1040.847235,-317.615361,0.416112,0.408081,0.313577
1703.0000,1040.871586,1041.210440,-317.147403,0.317305,0.319932,0.622399
1704.0000,1041.147448,1041.487612,-316.371088,0.227360,0.239468,0.928087
1705.0000,1041.320352,1041.671364,-315.286602,0.127545,0.131226,1.241654
1706.0000,1041.397639,1041.752263,-313.898065,0.033182,0.033416,1.541697
1707.0000,1041.381510,1041.743114,-312.190325,-0.066274,-0.051634,1.869858
1708.0000,1041.273662,1041.640683,-310.179201,-0.149403,-0.156787,2.155347
1709.0000,1041.073097,1041.437808,-307.880538,-0.256038,-0.246804,2.454985
1710.0000,1040.776315,1041.140250,-305.289028,-0.341520,-0.342366,2.743190
1711.0000,1040.387308,1040.759229,-302.417258,-0.432063,-0.435009,3.006725
1712.0000,1039.913201,1040.284633,-299.274965,-0.522182,-0.521992,3.278686
1713.0000,1039.346760,1039.713612,-295.861270,-0.616626,-0.620983,3.540507
1714.0000,1038.686031,1039.053150,-292.193155,-0.708515,-0.699593,3.795264
1715.0000,1037.944241,1038.315920,-288.268116,-0.777454,-0.777064,4.054774
1716.0000,1037.125400,1037.495440,-284.100471,-0.863518,-0.856661,4.282252
1717.0000,1036.222166,1036.593233,-279.706378,-0.946351,-0.950490,4.500629
1718.0000,1035.232309,1035.606186,-275.096581,-1.035463,-1.026730,4.715246
1719.0000,1034.161886,1034.543894,-270.278051,-1.110074,-1.102332,4.924330
1720.0000,1033.013868,1033.397742,-265.243113,-1.194210,-1.190894,5.136908
1721.0000,1031.789498,1032.168761,-260.017884,-1.264817,-1.268643,5.321251
1722.0000,1030.485818,1030.863114,-254.613854,-1.348814,-1.329945,5.485506
1723.0000,1029.100926,1029.493994,-249.050942,-1.418753,-1.409806,5.646757
1724.0000,1027.658270,1028.043414,-243.338958,-1.472284,-1.488251,5.782470
1725.0000,1026.146108,1026.523114,-237.489520,-1.545912,-1.551184,5.915137
1726.0000,1024.562897,1024.939697,-231.514326,-1.618908,-1.618396,6.035480
1727.0000,1022.913222,1023.293567,-225.429255,-1.688315,-1.682182,6.127435
1728.0000,1021.188627,1021.580000,-219.251176,-1.750690,-1.738418,6.231987
1729.0000,1019.410756,1019.800700,-212.979594,-1.800801,-1.820506,6.307964
1730.0000,1017.577878,1017.956500,-206.636297,-1.862455,-1.869288,6.372394
1731.0000,1015.685448,1016.055200,-200.240429,-1.924575,-1.929714,6.420688
1732.0000,1013.723909,1014.099711,-193.806777,-1.986519,-1.983756,6.446699
1733.0000,1011.717972,1012.088728,-187.346579,-2.032733,-2.049387,6.476386
1734.0000,1009.659667,1010.017645,-180.868508,-2.077415,-2.083862,6.481150
1735.0000,1007.557810,1007.909759,-174.381052,-2.133264,-2.129819,6.485572
1736.0000,1005.405062,1005.756967,-167.900455,-2.176655,-2.181502,6.480242
1737.0000,1003.210213,1003.558024,-161.434398,-2.208011,-2.219235,6.452854
1738.0000,1000.979002,1001.322445,-155.005397,-2.244202,-2.253751,6.406137
1739.0000,998.713014,999.050468,-148.625888,-2.281164,-2.286047,6.344690
1740.0000,996.416217,996.743345,-142.304992,-2.311961,-2.330358,6.286069
1741.0000,994.089677,994.395649,-136.048968,-2.343787,-2.363451,6.220036
1742.0000,991.732499,992.015630,-129.866591,-2.365702,-2.398748,6.138619
1743.0000,989.343756,989.608905,-123.772015,-2.403233,-2.413394,6.048436
1744.0000,986.924767,987.193195,-117.769594,-2.429873,-2.420698,5.950861
1745.0000,984.492252,984.765257,-111.875170,-2.440164,-2.439892,5.829589
1746.0000,982.048024,982.316000,-106.109550,-2.447106,-2.453097,5.704545
1747.0000,979.588595,979.856089,-100.469625,-2.467896,-2.460583,5.573956
1748.0000,977.118736,977.390196,-94.968404,-2.475014,-2.477027,5.426756
1749.0000,974.644767,974.901288,-89.605032,-2.483309,-2.488865,5.298741
1750.0000,972.154314,972.407524,-84.379822,-2.492219,-2.501905,5.138440
1751.0000,969.661821,969.909471,-79.311940,-2.503194,-2.491276,4.995294
1752.0000,967.165630,967.418793,-74.387958,-2.494107,-2.489634,4.851347
1753.0000,964.666521,964.931270,-69.619080,-2.494295,-2.489715,4.686252
1754.0000,962.176109,962.442688,-65.020224,-2.483753,-2.477306,4.505698
1755.0000,959.693335,959.971006,-60.603946,-2.477486,-2.463226,4.328235
1756.0000,957.223221,957.514737,-56.355554,-2.461580,-2.447648,4.163024
1757.0000,954.767535,955.070800,-52.275660,-2.444568,-2.437818,3.997228
1758.0000,952.336491,952.645767,-48.372085,-2.422193,-2.417306,3.802465
1759.0000,949.920652,950.229330,-44.654111,-2.397660,-2.411526,3.633244
1760.0000,947.528076,947.831527,-41.101164,-2.380510,-2.382526,3.463346
1761.0000,945.154200,945.465282,-37.722313,-2.357597,-2.344395,3.287372
1762.0000,942.816086,943.139993,-34.514701,-2.317171,-2.307063,3.114219
1763.0000,940.517093,940.847815,-31.491901,-2.291588,-2.282930,2.931940
1764.0000,938.248583,938.577792,-28.642018,-2.247132,-2.249424,2.765669
1765.0000,936.021531,936.349398,-25.964295,-2.197268,-2.212550,2.597006
1766.0000,933.835827,934.152398,-23.448222,-2.164344,-2.176342,2.432474
1767.0000,931.688834,932.000361,-21.095555,-2.127714,-2.126419,2.273809
1768.0000,929.583273,929.897118,-18.897075,-2.081661,-2.067668,2.122723
1769.0000,927.526477,927.851193,-16.855801,-2.033802,-2.027202,1.964779
1770.0000,925.517948,925.846481,-14.961972,-1.976365,-1.988607,1.820557
1771.0000,923.560231,923.885289,-13.218065,-1.929098,-1.933822,1.670224
1772.0000,921.663213,921.982867,-11.623219,-1.865414,-1.873037,1.519219
1773.0000,919.824215,920.140256,-10.158655,-1.816347,-1.810782,1.398698
1774.0000,918.039749,918.369498,-8.823231,-1.751407,-1.740278,1.267205
1775.0000,916.316252,916.660264,-7.621250,-1.686659,-1.672774,1.140832
1776.0000,914.660229,915.012533,-6.523321,-1.610969,-1.619721,1.045977
1777.0000,913.079834,913.430001,-5.535232,-1.546432,-1.543471,0.931125
1778.0000,911.564562,911.920082,-4.658817,-1.473987,-1.483229,0.822937
1779.0000,910.121244,910.468271,-3.881222,-1.409287,-1.413125,0.726678
1780.0000,908.744887,909.095018,-3.203435,-1.338241,-1.347948,0.636503
1781.0000,907.444442,907.783928,-2.598608,-1.257625,-1.277127,0.567886
1782.0000,906.216577,906.545440,-2.063958,-1.195411,-1.193468,0.494072
1783.0000,905.064580,905.390464,-1.606297,-1.105531,-1.114880,0.417467
1784.0000,903.996216,904.317093,-1.221833,-1.027757,-1.025144,0.353426
1785.0000,903.012198,903.335663,-0.892831,-0.942212,-0.939196,0.298347
1786.0000,902.111436,902.434679,-0.621086,-0.855761,-0.865275,0.250976
1787.0000,901.295869,901.618562,-0.395798,-0.762292,-0.769631,0.210218
1788.0000,900.572741,900.893066,-0.203199,-0.678920,-0.683954,0.166129
1789.0000,899.935600,900.245114,-0.045650,-0.594202,-0.598261,0.133324
1790.0000,899.382841,899.687742,0.074453,-0.512431,-0.521653,0.106904
1791.0000,898.911413,899.210206,0.162082,-0.428130,-0.431522,0.077047
1792.0000,898.530337,898.818483,0.227336,-0.334240,-0.341822,0.047525
1793.0000,898.237562,898.527928,0.268662,-0.246800,-0.238162,0.038186
1794.0000,898.038112,898.332968,0.295226,-0.154527,-0.151435,0.025523
1795.0000,897.928338,898.228384,0.321650,-0.058867,-0.065535,0.024263
1796.0000,897.920701,898.208583,0.348275,0.043196,0.027340,0.027872
1797.0000,898.014813,898.289637,0.375998,0.139509,0.138565,0.024577
1798.0000,898.199015,898.465444,0.393325,0.222694,0.215066,0.019579
1799.0000,898.471436,898.733398,0.406680,0.319692,0.309981,0.010023
1800.0000,898.833788,899.085631,0.411841,0.406970,0.401273,0.008254
1801.0000,899.282849,899.527090,0.420706,0.491426,0.496090,0.004973
1802.0000,899.823748,900.064945,0.420726,0.597158,0.592751,-0.008801
1803.0000,900.465841,900.702510,0.415434,0.695669,0.676144,-0.002853
1804.0000,901.200662,901.437740,0.408597,0.775689,0.788548,-0.006222
1805.0000,902.018191,902.262421,0.401156,0.863522,0.868322,-0.012280
1806.0000,902.932579,903.193927,0.386117,0.963534,0.983059,-0.015677
1807.0000,903.944108,904.223446,0.367885,1.068371,1.074918,-0.018444
1808.0000,905.054741,905.346014,0.348288,1.162145,1.161765,-0.022147
1809.0000,906.260373,906.549273,0.313725,1.245129,1.244044,-0.043675
1810.0000,907.550438,907.838032,0.259584,1.338108,1.350171,-0.056913
1811.0000,908.933010,909.228133,0.195762,1.427474,1.431626,-0.077637
1812.0000,910.408191,910.705398,0.113525,1.506642,1.520543,-0.097527
1813.0000,911.960931,912.275973,-0.003040,1.602880,1.615572,-0.124701
1814.0000,913.599601,913.937579,-0.139163,1.673699,1.706452,-0.152495
1815.0000,915.326944,915.676881,-0.313477,1.785073,1.771816,-0.196440
1816.0000,917.152007,917.499873,-0.526678,1.866148,1.870439,-0.238289
1817.0000,919.062749,919.405492,-0.794965,1.940672,1.940675,-0.297907
1818.0000,921.034875,921.386178,-1.120475,2.011004,2.023756,-0.361592
1819.0000,923.094692,923.447460,-1.506427,2.098919,2.102367,-0.418524
1820.0000,925.234907,925.591808,-1.960383,2.183638,2.190810,-0.484776
1821.0000,927.456679,927.826041,-2.481248,2.261963,2.272863,-0.564155
1822.0000,929.753157,930.137262,-3.082914,2.333070,2.350262,-0.640610
1823.0000,932.124190,932.515676,-3.765644,2.418240,2.415565,-0.722053
1824.0000,934.577570,934.970307,-4.538345,2.482462,2.492924,-0.824041
1825.0000,937.088681,937.491832,-5.417612,2.539444,2.548464,-0.931087
1826.0000,939.663629,940.076909,-6.404072,2.609523,2.623428,-1.032688
1827.0000,942.307045,942.724504,-7.489977,2.677874,2.681108,-1.148498
1828.0000,945.019810,945.448398,-8.700806,2.747421,2.761145,-1.272182
1829.0000,947.803635,948.234985,-10.035315,2.815914,2.815120,-1.408318
1830.0000,950.644510,951.072527,-11.508833,2.873946,2.859426,-1.535643
1831.0000,953.544601,953.959062,-13.111524,2.920617,2.917577,-1.676509
1832.0000,956.493268,956.905125,-14.849327,2.985071,2.979442,-1.810713
1833.0000,959.502887,959.910872,-16.730759,3.032098,3.021698,-1.955888
1834.0000,962.553305,962.962731,-18.768012,3.074603,3.081955,-2.120873
1835.0000,965.655129,966.071392,-20.962571,3.131316,3.135805,-2.274119
1836.0000,968.803246,969.227905,-23.314390,3.162301,3.173721,-2.426148
1837.0000,971.992764,972.427967,-25.833190,3.208898,3.221921,-2.609538
1838.0000,975.219797,975.665283,-28.527453,3.248412,3.256153,-2.778287
1839.0000,978.485526,978.941854,-31.388386,3.289921,3.297089,-2.948878
1840.0000,981.790812,982.253062,-34.418503,3.320278,3.331420,-3.112776
