t,x,y,z,vx,vy,vz
1.0000,0.194269,0.195617,-0.013955,0.351520,0.359757,-0.001757
2.0000,0.652354,0.658460,-0.018340,0.546942,0.540808,-0.013823
3.0000,1.264553,1.262930,-0.015937,0.668689,0.672472,0.006108
4.0000,1.977331,1.973221,-0.015678,0.758155,0.753298,-0.004574
5.0000,2.795801,2.782535,-0.026612,0.876579,0.868021,-0.003489
6.0000,3.725175,3.704097,-0.035850,0.977008,0.971873,-0.011576
7.0000,4.744081,4.728372,-0.052050,1.065015,1.063756,-0.018567
8.0000,5.851835,5.833534,-0.081867,1.152563,1.149907,-0.042226
9.0000,7.057604,7.025269,-0.133536,1.255156,1.229520,-0.053441
10.0000,8.352140,8.304058,-0.192794,1.338779,1.322578,-0.065609
11.0000,9.734939,9.677078,-0.261985,1.436649,1.433728,-0.066264
12.0000,11.211998,11.147401,-0.344267,1.524469,1.511261,-0.099359
13.0000,12.775588,12.702995,-0.450810,1.612818,1.607908,-0.120510
14.0000,14.424862,14.352280,-0.592321,1.692538,1.695692,-0.158585
15.0000,16.154335,16.096749,-0.767603,1.764903,1.785303,-0.199596
16.0000,17.968723,17.914657,-0.993173,1.854894,1.861503,-0.251564
17.0000,19.867871,19.815686,-1.275654,1.943151,1.944398,-0.305312
18.0000,21.855347,21.798333,-1.600012,2.032787,2.021487,-0.352995
19.0000,23.926647,23.859853,-1.985981,2.111837,2.100409,-0.418783
20.0000,26.076595,26.001866,-2.437737,2.181436,2.180800,-0.483455
21.0000,28.295831,28.217455,-2.957889,2.255982,2.255554,-0.566781
22.0000,30.600427,30.513805,-3.567158,2.339521,2.335360,-0.654092
23.0000,32.975389,32.878522,-4.256373,2.411764,2.404805,-0.726917
24.0000,35.419812,35.319709,-5.041840,2.476851,2.477858,-0.835684
25.0000,37.938137,37.832017,-5.922966,2.556310,2.548754,-0.935751
26.0000,40.518732,40.414888,-6.901631,2.610458,2.616759,-1.031747
27.0000,43.164846,43.068322,-7.995742,2.683882,2.686886,-1.147995
28.0000,45.876924,45.786175,-9.208220,2.738832,2.744042,-1.276930
29.0000,48.647828,48.561333,-10.551309,2.797123,2.803871,-1.399263
30.0000,51.475052,51.395724,-12.014871,2.863025,2.863655,-1.535131
31.0000,54.369881,54.285546,-13.612394,2.922797,2.922097,-1.672634
32.0000,57.328502,57.237179,-15.351986,2.985786,2.978981,-1.807823
33.0000,60.337417,60.237421,-17.233039,3.037050,3.028286,-1.959140
34.0000,63.396476,63.288214,-19.264820,3.083088,3.079361,-2.108902
35.0000,66.504395,66.395438,-21.460083,3.131070,3.129657,-2.275468
36.0000,69.656658,69.554671,-23.811317,3.177716,3.182702,-2.432378
37.0000,72.851168,72.753506,-26.326972,3.205150,3.215447,-2.603561
38.0000,76.082782,75.990959,-29.010297,3.249966,3.256327,-2.765865
39.0000,79.340617,79.256981,-31.858762,3.277700,3.281189,-2.928047
40.0000,82.641702,82.563044,-34.878243,3.324427,3.331147,-3.113059
41.0000,85.980966,85.899600,-38.070069,3.353570,3.345454,-3.278636
42.0000,89.345658,89.263905,-41.442622,3.377713,3.374944,-3.465853
43.0000,92.728443,92.655693,-44.994725,3.388067,3.400299,-3.641352
44.0000,96.129825,96.070812,-48.721285,3.413714,3.429921,-3.804412
45.0000,99.561312,99.508363,-52.615018,3.433977,3.440600,-3.986515
46.0000,103.008505,102.955200,-56.687344,3.455701,3.451793,-4.162478
47.0000,106.468323,106.415664,-60.939462,3.468272,3.469917,-4.335563
48.0000,109.945189,109.888874,-65.351615,3.487469,3.487514,-4.501049
49.0000,113.430088,113.386574,-69.937952,3.492592,3.498150,-4.674893
50.0000,116.927728,116.883083,-74.697871,3.497099,3.496651,-4.844010
51.0000,120.430243,120.375463,-79.614699,3.504603,3.495666,-4.994024
52.0000,123.928477,123.875578,-84.673388,3.499289,3.503304,-5.133429
53.0000,127.426195,127.374218,-89.894238,3.494241,3.497773,-5.292756
54.0000,130.911313,130.861419,-95.259945,3.477052,3.473966,-5.446105
55.0000,134.390401,134.338478,-100.772944,3.475488,3.478687,-5.581847
56.0000,137.862067,137.809787,-106.419835,3.468860,3.460290,-5.707767
57.0000,141.318789,141.267186,-112.183401,3.440416,3.452027,-5.816514
58.0000,144.749680,144.703027,-118.064448,3.423836,3.418726,-5.937665
59.0000,148.159185,148.106608,-124.057597,3.405408,3.392259,-6.055112
60.0000,151.555044,151.494303,-130.154232,3.386124,3.377808,-6.138992
61.0000,154.930697,154.861809,-136.335892,3.359631,3.352830,-6.228229
62.0000,158.271226,158.201955,-142.599302,3.336147,3.331221,-6.292268
63.0000,161.587181,161.521538,-148.927182,3.299081,3.302392,-6.353072
64.0000,164.863990,164.799960,-155.306608,3.256222,3.256500,-6.404128
65.0000,168.099745,168.035939,-161.727429,3.216506,3.211187,-6.436826
66.0000,171.290589,171.228556,-168.184521,3.168224,3.171560,-6.462517
67.0000,174.438549,174.382670,-174.657342,3.130189,3.130900,-6.477876
68.0000,177.539963,177.492815,-181.142446,3.078027,3.077889,-6.488889
69.0000,180.599479,180.546836,-187.619942,3.030221,3.023218,-6.473309
70.0000,183.607034,183.551687,-194.075617,2.992569,2.986419,-6.443900
71.0000,186.569081,186.509350,-200.503819,2.935089,2.931727,-6.416626
72.0000,189.475972,189.411969,-206.904959,2.875514,2.870803,-6.370781
73.0000,192.322709,192.253364,-213.243137,2.817003,2.810937,-6.306834
74.0000,195.105677,195.037331,-219.508977,2.748590,2.759553,-6.229019
75.0000,197.826453,197.760686,-225.696345,2.691634,2.684307,-6.135094
76.0000,200.480224,200.414104,-231.782243,2.616983,2.615880,-6.034575
77.0000,203.070288,202.992536,-237.750852,2.555481,2.541480,-5.901397
78.0000,205.584383,205.498159,-243.591697,2.485638,2.472049,-5.778691
79.0000,208.036772,207.937197,-249.306127,2.422393,2.404526,-5.639004
80.0000,210.412215,210.308298,-254.866310,2.337221,2.334518,-5.472963
81.0000,212.711589,212.605500,-260.260384,2.260048,2.259369,-5.307442
82.0000,214.932033,214.831165,-265.478729,2.185137,2.188733,-5.130096
83.0000,217.077549,216.980890,-270.515500,2.112967,2.108938,-4.932371
84.0000,219.150799,219.050138,-275.352059,2.025060,2.031968,-4.738141
85.0000,221.137020,221.044483,-279.980005,1.946348,1.955162,-4.515625
86.0000,223.042054,222.959651,-284.381770,1.858196,1.874587,-4.283094
87.0000,224.865125,224.788554,-288.547206,1.791251,1.791304,-4.040143
88.0000,226.607198,226.532823,-292.469900,1.695602,1.699380,-3.796666
89.0000,228.256018,228.193576,-296.131754,1.599854,1.619220,-3.528028
90.0000,229.820857,229.764553,-299.537115,1.516820,1.516178,-3.276157
91.0000,231.291630,231.227700,-302.680301,1.425548,1.424132,-3.005299
92.0000,232.669870,232.604057,-305.546505,1.324393,1.330248,-2.723450
93.0000,233.956698,233.891624,-308.128484,1.240899,1.247562,-2.438112
94.0000,235.157818,235.090550,-310.427751,1.151553,1.152492,-2.156091
95.0000,236.263626,236.197233,-312.447358,1.059502,1.055026,-1.872524
96.0000,237.277986,237.215257,-314.161197,0.974422,0.980775,-1.566511
97.0000,238.207670,238.149934,-315.564905,0.891741,0.885118,-1.240862
98.0000,239.050248,238.983804,-316.657487,0.796033,0.785022,-0.941164
99.0000,239.801340,239.724062,-317.442336,0.704265,0.692355,-0.627236
100.0000,240.449162,240.366831,-317.906913,0.591073,0.593282,-0.303865
101.0000,240.991743,240.911083,-318.066055,0.491442,0.500436,-0.007978
102.0000,241.437611,241.365444,-317.913578,0.401783,0.410518,0.311066
103.0000,241.794610,241.730689,-317.447024,0.309224,0.305095,0.627968
104.0000,242.055699,241.992676,-316.661790,0.209404,0.220455,0.937265
105.0000,242.225073,242.165561,-315.572920,0.124012,0.126852,1.246034
106.0000,242.305279,242.241823,-314.169869,0.022125,0.027001,1.558044
107.0000,242.282047,242.226096,-312.461505,-0.070198,-0.063259,1.864593
108.0000,242.169733,242.114351,-310.445528,-0.157330,-0.154392,2.162133
109.0000,241.966533,241.920727,-308.144338,-0.247110,-0.237837,2.439935
110.0000,241.676702,241.629569,-305.550439,-0.331898,-0.336392,2.743446
111.0000,241.294113,241.247628,-302.672235,-0.441572,-0.429316,3.016278
112.0000,240.813116,240.778263,-299.520264,-0.512184,-0.510732,3.286602
113.0000,240.256462,240.211364,-296.098533,-0.604023,-0.621535,3.555087
114.0000,239.606949,239.546988,-292.415419,-0.706348,-0.705632,3.812290
115.0000,238.869392,238.808760,-288.493094,-0.768464,-0.773199,4.046904
116.0000,238.053425,237.988695,-284.332409,-0.870030,-0.869209,4.282633
117.0000,237.146593,237.078384,-279.934296,-0.941581,-0.945249,4.515518
118.0000,236.158814,236.090186,-275.314215,-1.028105,-1.034874,4.729528
119.0000,235.091376,235.016502,-270.475177,-1.109918,-1.112422,4.940202
120.0000,233.940837,233.868172,-265.436342,-1.186020,-1.184109,5.132934
121.0000,232.718427,232.649945,-260.208228,-1.265774,-1.252689,5.324925
122.0000,231.423610,231.361416,-254.807436,-1.332873,-1.331620,5.476048
123.0000,230.054894,229.994140,-249.251055,-1.402645,-1.409777,5.624536
124.0000,228.611524,228.543733,-243.543247,-1.485654,-1.486876,5.781075
125.0000,227.097798,227.025299,-237.695345,-1.544477,-1.548789,5.917189
126.0000,225.520454,225.444040,-231.718779,-1.615804,-1.608975,6.030236
127.0000,223.866312,223.799573,-225.635651,-1.697249,-1.680471,6.139668
128.0000,222.148718,222.086194,-219.449984,-1.741486,-1.744087,6.233908
129.0000,220.371857,220.305228,-213.185176,-1.806857,-1.816807,6.302990
130.0000,218.540394,218.456009,-206.852019,-1.857817,-1.878013,6.359629
131.0000,216.644668,216.546446,-200.466055,-1.928494,-1.930593,6.416364
132.0000,214.690216,214.588103,-194.027121,-1.983231,-1.974473,6.449446
133.0000,212.679775,212.586224,-187.568577,-2.037667,-2.027378,6.471244
134.0000,210.625682,210.527403,-181.093337,-2.072602,-2.089961,6.483712
135.0000,208.532556,208.420732,-174.610716,-2.121803,-2.122205,6.487865
136.0000,206.388111,206.280457,-168.125834,-2.167558,-2.172845,6.484058
137.0000,204.196431,204.084037,-161.651491,-2.219318,-2.217498,6.463414
138.0000,201.956967,201.848028,-155.216842,-2.260780,-2.251950,6.414658
139.0000,199.680219,199.582906,-148.832044,-2.281166,-2.280013,6.355020
140.0000,197.382971,197.280521,-142.508791,-2.319185,-2.321811,6.290660
141.0000,195.049272,194.942517,-136.248815,-2.342257,-2.349917,6.223090
142.0000,192.684290,192.572445,-130.065886,-2.382427,-2.391396,6.140878
143.0000,190.291686,190.165856,-123.963826,-2.391299,-2.418320,6.056036
144.0000,187.880758,187.737338,-117.959207,-2.420707,-2.440353,5.947197
145.0000,185.451994,185.288580,-112.067214,-2.445239,-2.453217,5.838722
146.0000,182.999663,182.821518,-106.288365,-2.467692,-2.470228,5.717828
147.0000,180.525901,180.342847,-100.636832,-2.481299,-2.482315,5.586710
148.0000,178.042689,177.853177,-95.127676,-2.489307,-2.493658,5.432872
149.0000,175.553922,175.359253,-89.771769,-2.482811,-2.499078,5.281446
150.0000,173.070831,172.863166,-84.556179,-2.490074,-2.497439,5.143382
151.0000,170.576053,170.363151,-79.484189,-2.496309,-2.495771,4.992748
152.0000,168.079856,167.857551,-74.560924,-2.492534,-2.499314,4.841358
153.0000,165.581410,165.354360,-69.806622,-2.499392,-2.507595,4.657595
154.0000,163.086252,162.858335,-65.226335,-2.483496,-2.480267,4.495587
155.0000,160.609829,160.377959,-60.807802,-2.468346,-2.478147,4.326625
156.0000,158.148779,157.901392,-56.564862,-2.459155,-2.471047,4.160341
157.0000,155.696730,155.441547,-52.480354,-2.445420,-2.448847,3.989066
158.0000,153.257304,153.008032,-48.568047,-2.438042,-2.418948,3.826979
159.0000,150.830781,150.597099,-44.839626,-2.420858,-2.407482,3.634926
160.0000,148.430978,148.210492,-41.290932,-2.382970,-2.372498,3.455370
161.0000,146.056634,145.849670,-37.919077,-2.349184,-2.342341,3.289439
162.0000,143.722821,143.509878,-34.715499,-2.313151,-2.331434,3.116277
163.0000,141.424448,141.200596,-31.695036,-2.275761,-2.289628,2.937099
164.0000,139.158161,138.926195,-28.841302,-2.253686,-2.251961,2.767030
165.0000,136.926015,136.689306,-26.159141,-2.215432,-2.213893,2.602381
166.0000,134.731924,134.489482,-23.651698,-2.173017,-2.176317,2.431123
167.0000,132.578209,132.340729,-21.303617,-2.123348,-2.121818,2.265810
168.0000,130.478577,130.237124,-19.113947,-2.074858,-2.084871,2.111711
169.0000,128.428802,128.172382,-17.076046,-2.027641,-2.035934,1.959254
170.0000,126.427335,126.160970,-15.189245,-1.971998,-1.986991,1.814485
171.0000,124.476530,124.205241,-13.442577,-1.920300,-1.933001,1.671966
172.0000,122.581811,122.292064,-11.843610,-1.866855,-1.879122,1.526364
173.0000,120.748797,120.448001,-10.381806,-1.796214,-1.814027,1.395605
174.0000,118.971893,118.658836,-9.046337,-1.754813,-1.755658,1.270150
175.0000,117.261850,116.930480,-7.828729,-1.671820,-1.696533,1.154881
176.0000,115.617526,115.271549,-6.728848,-1.616604,-1.626228,1.043951
177.0000,114.031824,113.682631,-5.741307,-1.554938,-1.553291,0.927939
178.0000,112.516961,112.167111,-4.865955,-1.487147,-1.483549,0.823610
179.0000,111.066561,110.724259,-4.085848,-1.414465,-1.405439,0.729842
180.0000,109.690058,109.355080,-3.397146,-1.338498,-1.333494,0.644261
181.0000,108.388511,108.059857,-2.792931,-1.263140,-1.259876,0.568342
182.0000,107.160897,106.838055,-2.261559,-1.187390,-1.173870,0.493578
183.0000,106.021057,105.696093,-1.806327,-1.089589,-1.103295,0.424676
184.0000,104.964432,104.635592,-1.416506,-1.024310,-1.030561,0.355786
185.0000,103.986243,103.638725,-1.084867,-0.940737,-0.948884,0.305228
186.0000,103.088428,102.728603,-0.798290,-0.857176,-0.874954,0.254654
187.0000,102.258132,101.901637,-0.567726,-0.788710,-0.778842,0.204307
188.0000,101.509253,101.165528,-0.377523,-0.698450,-0.690680,0.171612
189.0000,100.862325,100.517938,-0.225527,-0.605215,-0.611068,0.134863
190.0000,100.304289,99.951371,-0.102289,-0.512376,-0.513329,0.112980
191.0000,99.840211,99.480850,-0.013844,-0.410922,-0.427751,0.066781
192.0000,99.461637,99.092158,0.057379,-0.338059,-0.350449,0.059295
193.0000,99.174123,98.797387,0.110341,-0.239708,-0.242401,0.040920
194.0000,98.975308,98.597238,0.141030,-0.158825,-0.149721,0.016837
195.0000,98.860794,98.493040,0.157701,-0.065721,-0.054553,0.016530
196.0000,98.841140,98.477158,0.165233,0.027816,0.024010,0.003047
197.0000,98.920957,98.553565,0.165917,0.128929,0.131584,-0.002422
198.0000,99.096985,98.728209,0.163387,0.216044,0.221771,-0.003027
199.0000,99.364907,98.993418,0.160173,0.312413,0.317357,-0.005662
200.0000,99.723255,99.355032,0.154007,0.413947,0.411370,-0.006104
201.0000,100.177893,99.811110,0.150638,0.496971,0.492344,-0.004905
202.0000,100.719294,100.350707,0.145645,0.586905,0.591537,-0.006153
203.0000,101.359682,100.987296,0.132190,0.693779,0.691555,-0.011443
204.0000,102.093469,101.725236,0.115537,0.779348,0.777379,-0.025634
205.0000,102.923476,102.546084,0.094417,0.871396,0.868804,-0.019173
206.0000,103.836666,103.465985,0.079676,0.965678,0.977206,-0.018355
207.0000,104.852734,104.485330,0.070405,1.070625,1.060124,-0.007212
208.0000,105.959598,105.595814,0.056148,1.145275,1.155932,-0.017030
209.0000,107.153216,106.795136,0.030833,1.244169,1.252614,-0.041116
210.0000,108.441119,108.092470,-0.008860,1.330046,1.342647,-0.050851
211.0000,109.816519,109.481535,-0.067175,1.423647,1.432437,-0.070108
212.0000,111.287691,110.952658,-0.148454,1.516277,1.516434,-0.090242
213.0000,112.842937,112.509156,-0.259537,1.589393,1.596485,-0.134582
214.0000,114.481675,114.154010,-0.409109,1.682226,1.690799,-0.159479
215.0000,116.214476,115.887366,-0.590462,1.779220,1.779986,-0.201885
216.0000,118.035165,117.697551,-0.815895,1.863776,1.857322,-0.241414
217.0000,119.938378,119.600056,-1.087299,1.946305,1.960977,-0.304938
218.0000,121.924479,121.595906,-1.417913,2.029307,2.034433,-0.358019
219.0000,123.991011,123.665123,-1.822205,2.100047,2.104448,-0.442837
220.0000,126.132158,125.815620,-2.293422,2.181097,2.192315,-0.513130
221.0000,128.355049,128.051807,-2.830528,2.271622,2.281838,-0.566435
222.0000,130.662900,130.359189,-3.436289,2.343284,2.346864,-0.640218
223.0000,133.040827,132.734542,-4.117676,2.409946,2.413726,-0.723798
224.0000,135.489753,135.187658,-4.894200,2.497601,2.493154,-0.828597
225.0000,138.015949,137.716347,-5.775826,2.555335,2.556347,-0.938098
226.0000,140.610785,140.307200,-6.760397,2.624138,2.625538,-1.047260
227.0000,143.271266,142.964704,-7.858429,2.693677,2.690177,-1.158169
228.0000,146.002769,145.683100,-9.075117,2.755411,2.758248,-1.276290
229.0000,148.786681,148.472715,-10.416833,2.812961,2.822529,-1.410809
230.0000,151.622925,151.318430,-11.889300,2.868074,2.871354,-1.531671
231.0000,154.517030,154.221379,-13.485293,2.916998,2.935552,-1.671224
232.0000,157.469067,157.178312,-15.226185,2.971596,2.982456,-1.809123
233.0000,160.469050,160.183349,-17.108088,3.035455,3.030670,-1.954931
234.0000,163.527038,163.237372,-19.142100,3.085973,3.069920,-2.110753
235.0000,166.635209,166.330188,-21.328921,3.125425,3.122671,-2.273695
236.0000,169.780023,169.474233,-23.686043,3.171204,3.166170,-2.433945
237.0000,172.972906,172.658492,-26.196474,3.207322,3.207378,-2.594439
238.0000,176.197753,175.885821,-28.875020,3.250177,3.244180,-2.770043
239.0000,179.474797,179.153988,-31.726160,3.291338,3.292081,-2.937180
240.0000,182.783055,182.455944,-34.752996,3.329826,3.320735,-3.121043
241.0000,186.122553,185.792819,-37.957392,3.348770,3.359723,-3.293769
242.0000,189.489505,189.157101,-41.338281,3.382579,3.377315,-3.468942
243.0000,192.877936,192.553742,-44.890176,3.406192,3.407306,-3.644524
244.0000,196.292347,195.975968,-48.627266,3.422835,3.435692,-3.825206
245.0000,199.732786,199.424821,-52.541622,3.454249,3.449526,-3.998992
246.0000,203.194399,202.885445,-56.629514,3.466095,3.475557,-4.180411
247.0000,206.661922,206.367507,-60.892952,3.468495,3.489563,-4.352472
248.0000,210.135508,209.851768,-65.322066,3.484564,3.480738,-4.512501
249.0000,213.622758,213.341108,-69.917051,3.487598,3.494536,-4.678835
250.0000,217.115797,216.840017,-74.664231,3.498392,3.496033,-4.829474
251.0000,220.616582,220.336647,-79.571092,3.510182,3.498366,-4.991924
252.0000,224.124123,223.834661,-84.640976,3.494355,3.501823,-5.153807
253.0000,227.616684,227.331655,-89.868543,3.492381,3.493883,-5.295524
254.0000,231.108459,230.828675,-95.241712,3.490292,3.497179,-5.442084
255.0000,234.587011,234.316897,-100.746146,3.472334,3.484895,-5.573848
256.0000,238.049452,237.787976,-106.389045,3.451495,3.465471,-5.718218
257.0000,241.487553,241.237353,-112.166641,3.439769,3.443272,-5.837684
258.0000,244.917101,244.675555,-118.057476,3.422085,3.420747,-5.944700
259.0000,248.334427,248.089756,-124.054916,3.410121,3.404626,-6.041613
260.0000,251.730885,251.484763,-130.141260,3.389349,3.385090,-6.135980
261.0000,255.106023,254.860607,-136.324909,3.366236,3.364860,-6.233560
262.0000,258.449155,258.208766,-142.578019,3.324074,3.329766,-6.269691
263.0000,261.750606,261.514690,-148.887166,3.276064,3.279432,-6.354852
264.0000,265.001180,264.779717,-155.258903,3.239687,3.250089,-6.390772
265.0000,268.226355,268.012289,-161.672272,3.215039,3.218900,-6.436187
266.0000,271.422501,271.210361,-168.131305,3.181341,3.174156,-6.478264
267.0000,274.580572,274.361796,-174.619678,3.135730,3.129557,-6.496722
268.0000,277.691424,277.462228,-181.111655,3.079131,3.068932,-6.479600
269.0000,280.745075,280.510226,-187.589801,3.013636,3.019243,-6.481364
270.0000,283.738975,283.508336,-194.060280,2.968353,2.970773,-6.448246
271.0000,286.687212,286.458544,-200.498016,2.921140,2.923439,-6.411625
272.0000,289.586373,289.359032,-206.880422,2.859724,2.866386,-6.355544
273.0000,292.422382,292.199334,-213.211217,2.804521,2.809467,-6.300983
274.0000,295.199523,294.980178,-219.478476,2.747333,2.754233,-6.228869
275.0000,297.917122,297.702933,-225.671709,2.690645,2.691793,-6.148112
276.0000,300.573304,300.355292,-231.763332,2.624990,2.612002,-6.036407
277.0000,303.157152,302.939643,-237.749375,2.540627,2.547835,-5.935035
278.0000,305.659743,305.445119,-243.621775,2.466086,2.459049,-5.800107
279.0000,308.092917,307.880840,-249.345024,2.394604,2.412104,-5.637111
280.0000,310.456192,310.257505,-254.905127,2.335553,2.338149,-5.469568
281.0000,312.755343,312.563486,-260.306916,2.259533,2.265846,-5.319262
282.0000,314.977055,314.793867,-265.531746,2.187945,2.181826,-5.125940
283.0000,317.121810,316.940555,-270.560570,2.113255,2.107353,-4.932124
284.0000,319.190263,319.011365,-275.396542,2.035019,2.030711,-4.733902
285.0000,321.182292,320.995491,-280.015362,1.953766,1.939029,-4.496675
286.0000,323.093523,322.893392,-284.407968,1.859079,1.853083,-4.283538
287.0000,324.909075,324.707113,-288.575563,1.771916,1.772955,-4.048413
288.0000,326.640607,326.443371,-292.501914,1.683897,1.690879,-3.804764
289.0000,328.287220,328.091121,-296.192509,1.602556,1.604298,-3.559026
290.0000,329.846619,329.651107,-299.613995,1.525400,1.516244,-3.282799
291.0000,331.325638,331.122358,-302.765738,1.432408,1.419424,-3.006510
292.0000,332.711949,332.497454,-305.635918,1.334626,1.334564,-2.728931
293.0000,334.005316,333.784539,-308.231511,1.254910,1.246474,-2.461061
294.0000,335.218402,334.986460,-310.536828,1.165138,1.153240,-2.159473
295.0000,336.336644,336.095001,-312.548469,1.069548,1.058666,-1.864842
296.0000,337.363140,337.108840,-314.258436,0.976394,0.969111,-1.553336
297.0000,338.291834,338.035126,-315.661577,0.884867,0.882596,-1.245992
298.0000,339.129496,338.872330,-316.747653,0.785044,0.793676,-0.930105
299.0000,339.863330,339.614501,-317.527979,0.691711,0.694442,-0.631573
300.0000,340.513862,340.263648,-318.001724,0.602784,0.601602,-0.301139
301.0000,341.070021,340.818528,-318.150226,0.508267,0.506493,0.008605
302.0000,341.533629,341.271799,-317.988636,0.417955,0.397490,0.316492
303.0000,341.901169,341.631000,-317.515880,0.311735,0.312691,0.629387
304.0000,342.160915,341.895768,-316.737662,0.206669,0.216839,0.931137
305.0000,342.316909,342.074547,-315.647100,0.108846,0.137757,1.256076
306.0000,342.388341,342.162239,-314.244879,0.030534,0.037536,1.551807
307.0000,342.375997,342.152977,-312.543927,-0.052178,-0.053964,1.856634
308.0000,342.270973,342.050671,-310.542091,-0.155981,-0.147296,2.147132
309.0000,342.067028,341.856113,-308.244509,-0.253602,-0.231076,2.447029
310.0000,341.763893,341.575379,-305.650816,-0.342958,-0.334170,2.731277
311.0000,341.385674,341.189882,-302.780611,-0.426340,-0.423963,3.010242
312.0000,340.915653,340.720678,-299.637173,-0.513593,-0.515481,3.284464
313.0000,340.350594,340.156615,-296.223032,-0.616760,-0.610975,3.554487
314.0000,339.690223,339.504414,-292.532787,-0.706052,-0.689716,3.811554
315.0000,338.944130,338.776388,-288.603329,-0.790423,-0.769149,4.060789
316.0000,338.121468,337.966599,-284.419795,-0.859361,-0.850922,4.306563
317.0000,337.218661,337.064494,-280.009348,-0.943750,-0.953806,4.514168
318.0000,336.234115,336.069780,-275.392149,-1.024193,-1.021751,4.729703
319.0000,335.167409,335.008662,-270.559108,-1.108294,-1.110394,4.941798
320.0000,334.014135,333.863785,-265.524594,-1.197385,-1.190294,5.131554
321.0000,332.783163,332.634791,-260.298473,-1.271376,-1.266164,5.313672
322.0000,331.476770,331.323647,-254.900098,-1.335253,-1.349383,5.480707
323.0000,330.109116,329.949871,-249.345422,-1.403591,-1.404627,5.629060
324.0000,328.666316,328.512235,-243.644623,-1.481670,-1.477034,5.772848
325.0000,327.145386,326.992020,-237.797437,-1.555019,-1.565768,5.908560
326.0000,325.560068,325.390070,-231.829795,-1.612646,-1.639873,6.032800
327.0000,323.913385,323.717783,-225.745936,-1.685282,-1.704236,6.139657
328.0000,322.191068,321.985240,-219.564635,-1.755609,-1.767534,6.229505
329.0000,320.404746,320.183608,-213.294355,-1.821205,-1.826599,6.306114
330.0000,318.556553,318.331591,-206.957212,-1.870881,-1.881205,6.372641
331.0000,316.653499,316.427565,-200.566021,-1.930405,-1.922341,6.407130
332.0000,314.702037,314.481049,-194.138169,-1.975356,-1.976909,6.439564
333.0000,312.703331,312.474176,-187.676970,-2.031481,-2.040083,6.477841
334.0000,310.649961,310.415103,-181.185241,-2.078900,-2.078881,6.497642
335.0000,308.544512,308.311171,-174.685474,-2.132537,-2.129021,6.494019
336.0000,306.387051,306.166534,-168.203099,-2.182547,-2.160983,6.472122
337.0000,304.185914,303.982715,-161.740935,-2.217703,-2.209914,6.449666
338.0000,301.953503,301.752534,-155.312343,-2.244339,-2.252590,6.407989
339.0000,299.693978,299.476632,-148.924698,-2.279608,-2.294748,6.362249
340.0000,297.395036,297.164656,-142.600192,-2.314235,-2.322337,6.292971
341.0000,295.063745,294.825359,-136.338292,-2.347220,-2.361538,6.219363
342.0000,292.699414,292.455410,-130.153509,-2.373686,-2.379792,6.140112
343.0000,290.305506,290.068011,-124.059289,-2.407481,-2.403936,6.044636
344.0000,287.883920,287.648888,-118.055310,-2.438587,-2.431784,5.959278
345.0000,285.435151,285.217644,-112.153591,-2.452248,-2.437604,5.843665
346.0000,282.973581,282.772592,-106.375468,-2.465724,-2.460165,5.716174
347.0000,280.499957,280.297254,-100.720561,-2.481955,-2.480437,5.583271
348.0000,278.008690,277.814608,-95.207048,-2.489034,-2.486071,5.440061
349.0000,275.521336,275.329302,-89.832781,-2.497725,-2.489475,5.299316
350.0000,273.024017,272.839310,-84.600722,-2.496511,-2.496419,5.151535
351.0000,270.525928,270.341239,-79.522812,-2.495720,-2.501236,4.990239
352.0000,268.031718,267.840480,-74.614395,-2.498767,-2.495236,4.833146
353.0000,265.538034,265.348784,-69.857343,-2.489144,-2.486602,4.678413
354.0000,263.052704,262.859517,-65.264628,-2.485407,-2.487148,4.506213
355.0000,260.572193,260.369134,-60.840497,-2.480047,-2.479234,4.336441
356.0000,258.096742,257.901502,-56.585128,-2.460405,-2.459009,4.172819
357.0000,255.648104,255.448128,-52.506571,-2.439266,-2.446473,3.985635
358.0000,253.215118,253.008874,-48.605813,-2.421386,-2.433411,3.821509
359.0000,250.807099,250.589097,-44.877715,-2.394695,-2.399418,3.639086
360.0000,248.419746,248.199257,-41.327960,-2.379193,-2.376581,3.463921
361.0000,246.054660,245.835836,-37.954751,-2.356013,-2.351672,3.293027
362.0000,243.713100,243.497165,-34.750708,-2.320892,-2.324700,3.110842
363.0000,241.406544,241.185686,-31.726837,-2.284793,-2.286841,2.936940
364.0000,239.134907,238.915295,-28.878075,-2.259459,-2.256239,2.762688
365.0000,236.894090,236.673744,-26.202881,-2.228372,-2.218509,2.593122
366.0000,234.694268,234.479970,-23.683152,-2.165421,-2.165333,2.437564
367.0000,232.553523,232.341300,-21.318707,-2.117673,-2.110225,2.285626
368.0000,230.455936,230.240327,-19.119158,-2.067263,-2.081823,2.112657
369.0000,228.412824,228.179812,-17.080087,-2.019330,-2.041252,1.960686
370.0000,226.416111,226.169924,-15.190153,-1.975932,-1.981798,1.815303
371.0000,224.466832,224.212477,-13.447074,-1.936226,-1.938926,1.668643
372.0000,222.565086,222.301694,-11.853678,-1.867600,-1.880149,1.529360
373.0000,220.720306,220.454230,-10.391515,-1.821665,-1.814028,1.397441
374.0000,218.923510,218.676193,-9.057456,-1.762079,-1.735875,1.268745
